河北联通-组播0922,#genre#
昌黎电视,http://221.194.78.148:2222/rtp/239.253.93.177:6345
抚宁电视,http://221.194.78.148:2222/rtp/239.253.92.109:6217
卢龙电视,http://221.194.78.148:2222/rtp/239.253.93.201:6379
丰南电视,http://221.194.78.148:2222/rtp/239.253.93.206:6384
迁西电视,http://221.194.78.148:2222/rtp/239.253.92.231:6070
滦南电视,http://221.194.78.148:2222/rtp/239.253.92.247:6091
玉田电视,http://221.194.78.148:2222/rtp/239.253.92.218:6100
滦州电视,http://221.194.78.148:2222/rtp/239.253.92.118:6133
香河电视,http://221.194.78.148:2222/rtp/239.253.92.97:6138
大城电视,http://221.194.78.148:2222/rtp/239.253.92.185:6049
大厂电视,http://221.194.78.148:2222/rtp/239.253.92.230:6068
固安电视,http://221.194.78.148:2222/rtp/239.253.92.253:6244
文安电视,http://221.194.78.148:2222/rtp/239.253.93.109:6276
三河电视,http://221.194.78.148:2222/rtp/239.253.93.111:6278
永清电视,http://221.194.78.148:2222/rtp/239.253.93.143:6311
成安电视,http://221.194.78.148:2222/rtp/239.253.93.172:6340
魏县电视,http://221.194.78.148:2222/rtp/239.253.93.178:6346
霸州综合,http://221.194.78.148:2222/rtp/239.253.93.185:6353
黄骅电视,http://221.194.78.148:2222/rtp/239.253.93.209:6387
东光电视,http://221.194.78.148:2222/rtp/239.253.92.183:6047
青县电视,http://221.194.78.148:2222/rtp/239.253.93.96:6262
盐山电视,http://221.194.78.148:2222/rtp/239.253.93.139:6307
南皮电视,http://221.194.78.148:2222/rtp/239.253.93.144:6312
肃宁电视,http://221.194.78.148:2222/rtp/239.253.93.149:6317
吴桥电视,http://221.194.78.148:2222/rtp/239.253.93.152:6320
丰宁综合,http://221.194.78.148:2222/rtp/239.253.93.169:6337
定兴电视,http://221.194.78.148:2222/rtp/239.253.93.210:6388
阜平电视,http://221.194.78.148:2222/rtp/239.253.93.14:6167
涞水电视,http://221.194.78.148:2222/rtp/239.253.93.16:6169
满城电视,http://221.194.78.148:2222/rtp/239.253.93.17:6170
涞源电视,http://221.194.78.148:2222/rtp/239.253.93.19:6172
高碑店电视,http://221.194.78.148:2222/rtp/239.253.93.22:6175
清苑电视,http://221.194.78.148:2222/rtp/239.253.93.23:6176
涿州电视,http://221.194.78.148:2222/rtp/239.253.93.24:6177
唐县电视,http://221.194.78.148:2222/rtp/239.253.93.27:6180
曲阳电视,http://221.194.78.148:2222/rtp/239.253.93.30:6183
望都电视,http://221.194.78.148:2222/rtp/239.253.93.31:6184
定州电视,http://221.194.78.148:2222/rtp/239.253.93.32:6185
高阳电视,http://221.194.78.148:2222/rtp/239.253.93.95:6260
安新电视,http://221.194.78.148:2222/rtp/239.253.93.105:6272
容城电视,http://221.194.78.148:2222/rtp/239.253.93.107:6274
临城电视,http://221.194.78.148:2222/rtp/239.253.93.110:6277
柏乡电视,http://221.194.78.148:2222/rtp/239.253.93.167:6335
涿鹿电视,http://221.194.78.148:2222/rtp/239.253.93.171:6339
徐水电视,http://221.194.78.148:2222/rtp/239.253.93.181:6349
大名电视,http://221.194.78.148:2222/rtp/239.253.93.182:6350
巨鹿电视,http://221.194.78.148:2222/rtp/239.253.93.186:6354
临西电视,http://221.194.78.148:2222/rtp/239.253.92.254:6449
冀州电视,http://221.194.78.148:2222/rtp/239.253.94.29:6628
安平电视,http://221.194.78.148:2222/rtp/239.253.93.34:6187
景县电视,http://221.194.78.148:2222/rtp/239.253.93.36:6189
饶阳电视,http://221.194.78.148:2222/rtp/239.253.93.38:6191
深州电视,http://221.194.78.148:2222/rtp/239.253.93.40:6193
武强电视,http://221.194.78.148:2222/rtp/239.253.93.42:6195
阜城电视,http://221.194.78.148:2222/rtp/239.253.93.79:6245
故城电视,http://221.194.78.148:2222/rtp/239.253.93.168:6336
枣强电视,http://221.194.78.148:2222/rtp/239.253.93.161:6329
清河电视,http://221.194.78.148:2222/rtp/239.253.93.166:6334
广宗电视,http://221.194.78.148:2222/rtp/239.253.93.44:6197
武安电视,http://221.194.78.148:2222/rtp/239.253.93.50:6203
宁晋电视,http://221.194.78.148:2222/rtp/239.253.93.62:6215
平乡电视,http://221.194.78.148:2222/rtp/239.253.93.51:6204
鸡泽电视,http://221.194.78.148:2222/rtp/239.253.93.53:6206
隆尧电视,http://221.194.78.148:2222/rtp/239.253.93.64:6219
广平电视,http://221.194.78.148:2222/rtp/239.253.93.65:6230
南和电视,http://221.194.78.148:2222/rtp/239.253.93.66:6231
临漳电视,http://221.194.78.148:2222/rtp/239.253.93.80:6246
内丘电视,http://221.194.78.148:2222/rtp/239.253.93.84:6250
涉县电视,http://221.194.78.148:2222/rtp/239.253.93.102:6268
迁安电视,http://221.194.78.148:2222/rtp/239.253.93.106:6273
馆陶电视,http://221.194.78.148:2222/rtp/239.253.93.113:6280
乐亭电视,http://221.194.78.148:2222/rtp/239.253.93.115:6282
沙河电视,http://221.194.78.148:2222/rtp/239.253.93.250:6290
曲周电视,http://221.194.78.148:2222/rtp/239.253.93.179:6347
南宫电视,http://221.194.78.148:2222/rtp/239.253.93.54:6207
丰润电视,http://221.194.78.148:2222/rtp/239.253.93.48:6201
纪实人文高清,http://221.194.78.148:2222/rtp/239.253.92.252:6156
中国教育-1高清,http://221.194.78.148:2222/rtp/239.253.92.99:6013
中国交通频道,http://221.194.78.148:2222/rtp/239.253.92.211:6069
kaku 少儿,http://221.194.78.148:2222/rtp/239.253.93.189:6357
金鹰卡通,http://221.194.78.148:2222/rtp/239.253.92.162:8054
嘉佳卡通,http://221.194.78.148:2222/rtp/239.253.92.163:8055
优漫卡通,http://221.194.78.148:2222/rtp/239.253.93.203:6381
山东教育,http://221.194.78.148:2222/rtp/239.253.93.204:6382
兵团卫视,http://221.194.78.148:2222/rtp/239.253.92.106:6135
百姓健康,http://221.194.78.148:2222/rtp/239.253.93.176:6344
证券服务,http://221.194.78.148:2222/rtp/239.253.92.199:6568
电视指南,http://221.194.78.148:2222/rtp/239.253.92.124:6569
第一剧场,http://221.194.78.148:2222/rtp/239.253.92.17:6078
风云剧场,http://221.194.78.148:2222/rtp/239.253.92.18:6079
怀旧剧场,http://221.194.78.148:2222/rtp/239.253.92.22:6073
风云音乐,http://221.194.78.148:2222/rtp/239.253.92.98:6120
风云足球,http://221.194.78.148:2222/rtp/239.253.92.111:8060
高尔夫网球,http://221.194.78.148:2222/rtp/239.253.92.110:8061
武术世界,http://221.194.78.148:2222/rtp/239.253.92.117:8062
兵器科技,http://221.194.78.148:2222/rtp/239.253.92.141:8064
世界地理,http://221.194.78.148:2222/rtp/239.253.92.119:8065
老故事,http://221.194.78.148:2222/rtp/239.253.92.113:8066
环球奇观,http://221.194.78.148:2222/rtp/239.253.92.132:8068
文物宝库,http://221.194.78.148:2222/rtp/239.253.92.130:8069
国学,http://221.194.78.148:2222/rtp/239.253.92.159:8070
女性时尚,http://221.194.78.148:2222/rtp/239.253.92.158:8071
文化精品,http://221.194.78.148:2222/rtp/239.253.92.249:6103
早期教育,http://221.194.78.148:2222/rtp/239.253.92.25:6104
梨园,http://221.194.78.148:2222/rtp/239.253.92.39:6107
汽摩,http://221.194.78.148:2222/rtp/239.253.92.152:8086
CETV-2,http://221.194.78.148:2222/rtp/239.253.92.46:6110
CETV-4,http://221.194.78.148:2222/rtp/239.253.92.108:6136
中学生,http://221.194.78.148:2222/rtp/239.253.92.200:6137
快乐垂钓高清,http://221.194.78.148:2222/rtp/239.253.92.27:6106
新动漫,http://221.194.78.148:2222/rtp/239.253.93.213:6391
先锋乒羽,http://221.194.78.148:2222/rtp/239.253.93.217:6395
发现之旅,http://221.194.78.148:2222/rtp/239.253.93.219:6397
环球旅游,http://221.194.78.148:2222/rtp/239.253.94.30:6629
车迷,http://221.194.78.148:2222/rtp/239.253.93.220:6398
游戏风云高清,http://221.194.78.148:2222/rtp/239.253.93.221:6399
欢笑剧场4K,http://221.194.78.148:2222/rtp/239.253.93.222:6400
乐游高清,http://221.194.78.148:2222/rtp/239.253.93.223:6401
动漫秀场高清,http://221.194.78.148:2222/rtp/239.253.93.224:6402
生活时尚高清,http://221.194.78.148:2222/rtp/239.253.93.225:6403
都市剧场高清,http://221.194.78.148:2222/rtp/239.253.93.226:6404
茶频道高清,http://221.194.78.148:2222/rtp/239.253.93.227:6405
天元围棋,http://221.194.78.148:2222/rtp/239.253.93.212:6390
书画,http://221.194.78.148:2222/rtp/239.253.93.211:6389
摄影,http://221.194.78.148:2222/rtp/239.253.93.214:6392
央视台球高清,http://221.194.78.148:2222/rtp/239.253.93.215:6393
求索纪录高清,http://221.194.78.148:2222/rtp/239.253.93.231:6409
东方财经,http://221.194.78.148:2222/rtp/239.253.93.236:6414
金色学堂高清,http://221.194.78.148:2222/rtp/239.253.93.239:6417
法治天地高清,http://221.194.78.148:2222/rtp/239.253.93.240:6418
中华特产,http://221.194.78.148:2222/rtp/239.253.93.241:6419
四海钓鱼,http://221.194.78.148:2222/rtp/239.253.93.242:6420
优优宝贝,http://221.194.78.148:2222/rtp/239.253.93.243:6421
生态环境,http://221.194.78.148:2222/rtp/239.253.93.244:6422
家庭理财,http://221.194.78.148:2222/rtp/239.253.93.245:6423
财富天下,http://221.194.78.148:2222/rtp/239.253.93.246:6424
中华美食高清,http://221.194.78.148:2222/rtp/239.253.93.247:6425
电视指南高清,http://221.194.78.148:2222/rtp/239.253.93.248:6426
第一剧场高清,http://221.194.78.148:2222/rtp/239.253.93.249:6427
风云剧场高清,http://221.194.78.148:2222/rtp/239.253.93.138:6428
怀旧剧场高清,http://221.194.78.148:2222/rtp/239.253.93.251:6429
风云音乐高清,http://221.194.78.148:2222/rtp/239.253.93.252:6430
风云足球高清,http://221.194.78.148:2222/rtp/239.253.93.253:6431
高尔夫网球高清,http://221.194.78.148:2222/rtp/239.253.93.254:6432
武术世界高清,http://221.194.78.148:2222/rtp/239.253.93.122:6465
兵器科技高清,http://221.194.78.148:2222/rtp/239.253.93.46:6434
世界地理高清,http://221.194.78.148:2222/rtp/239.253.93.47:6435
文物宝库高清,http://221.194.78.148:2222/rtp/239.253.92.131:6113
女性时尚高清,http://221.194.78.148:2222/rtp/239.253.93.180:6437
文化精品高清,http://221.194.78.148:2222/rtp/239.253.92.144:6114
早期教育高清,http://221.194.78.148:2222/rtp/239.253.93.175:6439
梨园高清,http://221.194.78.148:2222/rtp/239.253.93.164:6440
CCTV-4K,http://221.194.78.148:2222/rtp/239.253.93.133:6441
CCTV4中文国际欧洲,http://221.194.78.148:2222/rtp/239.253.93.134:6631
CCTV4中文国际美洲,http://221.194.78.148:2222/rtp/239.253.93.192:6370
CGTN 英文记录,http://221.194.78.148:2222/rtp/239.253.93.193:6371
CGTN 西班牙语,http://221.194.78.148:2222/rtp/239.253.93.195:6373
CGTN 法语,http://221.194.78.148:2222/rtp/239.253.93.196:6374
CGTN 阿拉伯语,http://221.194.78.148:2222/rtp/239.253.93.197:6375
CGTN 俄语,http://221.194.78.148:2222/rtp/239.253.93.198:6376
慢直播1,http://221.194.78.148:2222/rtp/239.253.93.199:6377
慢直播2,http://221.194.78.148:2222/rtp/239.253.94.1:6600
慢直播3,http://221.194.78.148:2222/rtp/239.253.94.2:6601
慢直播4,http://221.194.78.148:2222/rtp/239.253.94.3:6602
慢直播5,http://221.194.78.148:2222/rtp/239.253.94.4:6603
慢直播6,http://221.194.78.148:2222/rtp/239.253.94.5:6604
慢直播7,http://221.194.78.148:2222/rtp/239.253.94.6:6605
慢直播8,http://221.194.78.148:2222/rtp/239.253.94.7:6606
慢直播9,http://221.194.78.148:2222/rtp/239.253.94.8:6607
慢直播10,http://221.194.78.148:2222/rtp/239.253.94.9:6608
慢直播11,http://221.194.78.148:2222/rtp/239.253.94.10:6609
慢直播12,http://221.194.78.148:2222/rtp/239.253.94.11:6610
慢直播13,http://221.194.78.148:2222/rtp/239.253.94.12:6611
慢直播14,http://221.194.78.148:2222/rtp/239.253.94.13:6612
慢直播15,http://221.194.78.148:2222/rtp/239.253.94.14:6613
慢直播16,http://221.194.78.148:2222/rtp/239.253.94.15:6614
慢直播17,http://221.194.78.148:2222/rtp/239.253.94.16:6615
慢直播18,http://221.194.78.148:2222/rtp/239.253.94.17:6616
慢直播19,http://221.194.78.148:2222/rtp/239.253.94.18:6617
慢直播20,http://221.194.78.148:2222/rtp/239.253.94.19:6618
慢直播21,http://221.194.78.148:2222/rtp/239.253.94.20:6619
慢直播22,http://221.194.78.148:2222/rtp/239.253.94.21:6620
慢直播23,http://221.194.78.148:2222/rtp/239.253.94.22:6621
慢直播24,http://221.194.78.148:2222/rtp/239.253.94.23:6622
慢直播九屏1,http://221.194.78.148:2222/rtp/239.253.94.24:6623
慢直播九屏2,http://221.194.78.148:2222/rtp/239.253.94.25:6624
慢直播九屏3,http://221.194.78.148:2222/rtp/239.253.94.26:6625
4K频道,http://221.194.78.148:2222/rtp/239.253.94.27:6626
羽毛球专区,http://221.194.78.148:2222/rtp/239.253.92.114:6187
点掌财经专区,http://221.194.78.148:2222/rtp/239.253.93.202:6380
主视角-4K,http://221.194.78.148:2222/rtp/239.253.92.236:6448
主视角-高清,http://221.194.78.148:2222/rtp/239.253.93.123:6291
辅视角1-高清,http://221.194.78.148:2222/rtp/239.253.93.124:6292
辅视角 2-高清,http://221.194.78.148:2222/rtp/239.253.93.125:6293
辅视角 3-高清,http://221.194.78.148:2222/rtp/239.253.93.126:6294
主视角-标清,http://221.194.78.148:2222/rtp/239.253.93.127:6295
辅视角 1-标清,http://221.194.78.148:2222/rtp/239.253.93.128:6296
辅视角 2-标清,http://221.194.78.148:2222/rtp/239.253.93.129:6297
辅视角 3-标清,http://221.194.78.148:2222/rtp/239.253.93.130:6298
临时直播频道2,http://221.194.78.148:2222/rtp/239.253.93.131:6299
临时直播频道3,http://221.194.78.148:2222/rtp/239.253.92.21:6226
临时直播频道4,http://221.194.78.148:2222/rtp/239.253.92.216:6227
临时直播频道5,http://221.194.78.148:2222/rtp/239.253.92.219:6228
九屏直播频道,http://221.194.78.148:2222/rtp/239.253.92.220:6229
临时直播,http://221.194.78.148:2222/rtp/239.253.92.203:6150
党教,http://221.194.78.148:2222/rtp/239.253.92.116:6029


来自北京联通的组播源(114.253.246.84:4022)共有145个频道：
北京联通0925,#genre#
CCTV-2 HD,http://114.253.246.84:4022/rtp/239.3.1.129:8008
CCTV-3 HD,http://114.253.246.84:4022/rtp/239.3.1.60:8084
CCTV-4 HD,http://114.253.246.84:4022/rtp/239.3.1.172:8001
CCTV-5 HD,http://114.253.246.84:4022/rtp/239.3.1.105:8092
CCTV-5+ HD,http://114.253.246.84:4022/rtp/239.3.1.173:8001
CCTV-6 HD,http://114.253.246.84:4022/rtp/239.3.1.130:8004
CCTV-7 HD,http://114.253.246.84:4022/rtp/239.3.1.174:8001
CCTV-8 HD,http://114.253.246.84:4022/rtp/239.3.1.61:8104
CCTV-9 HD,http://114.253.246.84:4022/rtp/239.3.1.175:8001
CCTV-10 HD,http://114.253.246.84:4022/rtp/239.3.1.62:8112
CCTV-11 HD,http://114.253.246.84:4022/rtp/239.3.1.63:8116
CCTV-13 HD,http://114.253.246.84:4022/rtp/239.3.1.64:8124
CCTV-14 HD,http://114.253.246.84:4022/rtp/239.3.1.124:8128
CCTV-15 HD,http://114.253.246.84:4022/rtp/239.3.1.65:8132
CCTV-16 奥林匹克[HDR],http://114.253.246.84:4022/rtp/239.3.1.153:8136
CCTV-16 奥林匹克HD,http://114.253.246.84:4022/rtp/239.3.1.183:8001
CCTV-17 HD,http://114.253.246.84:4022/rtp/239.3.1.184:8001
BRTV北京卫视HD,http://114.253.246.84:4022/rtp/239.3.1.151:8144
BRTV新闻HD,http://114.253.246.84:4022/rtp/239.3.1.241:8000
BRTV影视HD,http://114.253.246.84:4022/rtp/239.3.1.159:8000
BRTV文艺HD,http://114.253.246.84:4022/rtp/239.3.1.158:8000
BRTV财经HD,http://114.253.246.84:4022/rtp/239.3.1.242:8000
BRTV生活HD,http://114.253.246.84:4022/rtp/239.3.1.116:8000
BRTV青年HD,http://114.253.246.84:4022/rtp/239.3.1.117:8000
BRTV卡酷少儿HD,http://114.253.246.84:4022/rtp/239.3.1.115:8000
BRTV冬奥纪实HD,http://114.253.246.84:4022/rtp/239.3.1.189:8000
BRTV冬奥纪实[HDR],http://114.253.246.84:4022/# rtp/239.3.1.243:8000
BRTV冬奥纪实[超清],http://114.253.246.84:4022/# rtp/239.3.1.120:8000
BRTV体育休闲[超清],http://114.253.246.84:4022/# rtp/239.3.1.121:8000
BTV国际频道,http://114.253.246.84:4022/rtp/239.3.1.243:8000
爱上4K[超清],http://114.253.246.84:4022/rtp/239.3.1.235:8000
4K超清[超清],http://114.253.246.84:4022/rtp/239.3.1.236:2000
淘电影HD,http://114.253.246.84:4022/rtp/239.3.1.249:8001
每日影院HD,http://114.253.246.84:4022/rtp/239.3.1.250:8001
星影,http://114.253.246.84:4022/# rtp/239.3.1.111:8001
动作影院,http://114.253.246.84:4022/rtp/239.3.1.94:4120
光影,http://114.253.246.84:4022/rtp/239.3.1.92:4120
喜剧影院,http://114.253.246.84:4022/rtp/239.3.1.84:4120
家庭影院,http://114.253.246.84:4022/rtp/239.3.1.91:4120
精选,http://114.253.246.84:4022/rtp/239.3.1.93:4120
经典电影,http://114.253.246.84:4022/rtp/239.3.1.74:4120
纪实人文HD,http://114.253.246.84:4022/rtp/239.3.1.195:9024
金鹰纪实HD,http://114.253.246.84:4022/rtp/239.3.1.212:8060
风尚生活HD,http://114.253.246.84:4022/rtp/239.3.1.58:8156
地理,http://114.253.246.84:4022/# rtp/239.3.1.114:8001
淘剧场HD,http://114.253.246.84:4022/rtp/239.3.1.71:4120
幸福剧场HD,http://114.253.246.84:4022/rtp/239.3.1.95:8001
淘娱乐HD,http://114.253.246.84:4022/# rtp/239.3.1.112:8001
幸福娱乐HD,http://114.253.246.84:4022/rtp/239.3.1.100:8001
淘BabyHD,http://114.253.246.84:4022/# rtp/239.3.1.113:8001
萌宠TVHD,http://114.253.246.84:4022/rtp/239.3.1.238:8001
湖南卫视HD,http://114.253.246.84:4022/rtp/239.3.1.102:8001
东方卫视HD,http://114.253.246.84:4022/rtp/239.3.1.132:8012
浙江卫视HD,http://114.253.246.84:4022/rtp/239.3.1.136:8032
江苏卫视HD,http://114.253.246.84:4022/rtp/239.3.1.137:8036
深圳卫视HD,http://114.253.246.84:4022/rtp/239.3.1.135:8028
广东卫视HD,http://114.253.246.84:4022/rtp/239.3.1.134:8020
安徽卫视HD,http://114.253.246.84:4022/rtp/239.3.1.142:8048
天津卫视HD,http://114.253.246.84:4022/rtp/239.3.1.211:8064
重庆卫视HD,http://114.253.246.84:4022/rtp/239.3.1.141:1234
山东卫视HD,http://114.253.246.84:4022/rtp/239.3.1.122:8160
黑龙江卫视HD,http://114.253.246.84:4022/rtp/239.3.1.209:8052
河北卫视HD,http://114.253.246.84:4022/rtp/239.3.1.133:8016
辽宁卫视HD,http://114.253.246.84:4022/rtp/239.3.1.148:8072
湖北卫视HD,http://114.253.246.84:4022/rtp/239.3.1.210:8056
吉林卫视HD,http://114.253.246.84:4022/rtp/239.3.1.138:8044
贵州卫视HD,http://114.253.246.84:4022/rtp/239.3.1.240:8172
东南卫视HD,http://114.253.246.84:4022/rtp/239.3.1.149:8076
江西卫视HD,http://114.253.246.84:4022/rtp/239.3.1.156:8148
海南卫视,http://114.253.246.84:4022/rtp/239.3.1.123:8164
云南卫视,http://114.253.246.84:4022/rtp/239.3.1.45:8304
兵团卫视,http://114.253.246.84:4022/rtp/239.3.1.26:8108
厦门卫视,http://114.253.246.84:4022/rtp/239.3.1.144:4120
四川卫视,http://114.253.246.84:4022/rtp/239.3.1.143:4120
南方卫视,http://114.253.246.84:4022/rtp/239.3.1.29:8288
宁夏卫视,http://114.253.246.84:4022/rtp/239.3.1.161:8001
山西卫视,http://114.253.246.84:4022/rtp/239.3.1.46:8124
广西卫视,http://114.253.246.84:4022/rtp/239.3.1.42:8172
新疆卫视,http://114.253.246.84:4022/rtp/239.3.1.39:8300
河南卫视,http://114.253.246.84:4022/rtp/239.3.1.48:8160
甘肃卫视,http://114.253.246.84:4022/rtp/239.3.1.27:8128
西藏卫视,http://114.253.246.84:4022/rtp/239.3.1.49:8188
三沙卫视,http://114.253.246.84:4022/rtp/239.3.1.47:8164
陕西卫视,http://114.253.246.84:4022/rtp/239.3.1.155:4120
青海卫视,http://114.253.246.84:4022/rtp/239.3.1.41:8140
